step,equity,peak,drawdown,uncertainty_score,odds,regime_label,drawdown_pct
911,-268.9,16.0,-284.9,0.391114,12.6,LONGSHOT,-17.80625
912,-269.9,16.0,-285.9,0.470554,14.2,LONGSHOT,-17.86875
913,-270.9,16.0,-286.9,0.316793,25.0,DEEP_LONGSHOT,-17.93125
914,-271.9,16.0,-287.9,0.319143,23.8,DEEP_LONGSHOT,-17.99375
915,-272.9,16.0,-288.9,0.494399,8.0,BALANCED,-18.05625
916,-273.9,16.0,-289.9,0.462067,13.1,LONGSHOT,-18.11875
917,-274.9,16.0,-290.9,0.508164,8.0,BALANCED,-18.18125
918,-275.9,16.0,-291.9,0.341226,14.7,LONGSHOT,-18.24375
919,-276.9,16.0,-292.9,0.243613,50.3,DEEP_LONGSHOT,-18.30625
920,-277.9,16.0,-293.9,0.360763,19.7,LONGSHOT,-18.36875
921,-278.9,16.0,-294.9,0.463392,11.9,LONGSHOT,-18.43125
922,-279.9,16.0,-295.9,0.307215,35.4,DEEP_LONGSHOT,-18.49375
923,-280.9,16.0,-296.9,0.185064,101.6,DEEP_LONGSHOT,-18.55625
924,-281.9,16.0,-297.9,0.205601,58.9,DEEP_LONGSHOT,-18.61875
925,-282.9,16.0,-298.9,0.298298,41.7,DEEP_LONGSHOT,-18.68125
926,-283.9,16.0,-299.9,0.26435,45.7,DEEP_LONGSHOT,-18.74375
927,-284.9,16.0,-300.9,0.240589,58.5,DEEP_LONGSHOT,-18.80625
928,-285.9,16.0,-301.9,0.409288,10.9,LONGSHOT,-18.86875
929,-286.9,16.0,-302.9,0.514702,10.1,LONGSHOT,-18.93125
930,-287.9,16.0,-303.9,0.529845,6.0,BALANCED,-18.99375
931,-288.9,16.0,-304.9,0.54062,5.8,BALANCED,-19.05625
932,-289.9,16.0,-305.9,0.210911,57.7,DEEP_LONGSHOT,-19.11875
933,-290.9,16.0,-306.9,0.576973,4.3,BALANCED,-19.18125
934,-291.9,16.0,-307.9,0.433278,10.7,LONGSHOT,-19.24375
935,-292.9,16.0,-308.9,0.374505,25.7,DEEP_LONGSHOT,-19.30625
936,-293.9,16.0,-309.9,0.454538,8.3,LONGSHOT,-19.36875
937,-286.29999999999995,16.0,-302.29999999999995,0.44842,8.6,LONGSHOT,-18.893749999999997
938,-287.29999999999995,16.0,-303.29999999999995,0.39382,11.5,LONGSHOT,-18.956249999999997
939,-288.29999999999995,16.0,-304.29999999999995,0.257383,34.1,DEEP_LONGSHOT,-19.018749999999997
940,-289.29999999999995,16.0,-305.29999999999995,0.460401,8.6,LONGSHOT,-19.081249999999997
941,-290.29999999999995,16.0,-306.29999999999995,0.311856,18.4,LONGSHOT,-19.143749999999997
942,-291.29999999999995,16.0,-307.29999999999995,0.338527,24.9,DEEP_LONGSHOT,-19.206249999999997
943,-292.29999999999995,16.0,-308.29999999999995,0.522437,5.7,BALANCED,-19.268749999999997
944,-293.29999999999995,16.0,-309.29999999999995,0.222947,75.7,DEEP_LONGSHOT,-19.331249999999997
945,-294.29999999999995,16.0,-310.29999999999995,0.318963,27.3,DEEP_LONGSHOT,-19.393749999999997
946,-295.29999999999995,16.0,-311.29999999999995,0.211697,57.1,DEEP_LONGSHOT,-19.456249999999997
947,-296.29999999999995,16.0,-312.29999999999995,0.276369,25.3,DEEP_LONGSHOT,-19.518749999999997
948,-297.29999999999995,16.0,-313.29999999999995,0.494495,10.2,LONGSHOT,-19.581249999999997
949,-298.29999999999995,16.0,-314.29999999999995,0.344401,15.0,LONGSHOT,-19.643749999999997
950,-299.29999999999995,16.0,-315.29999999999995,0.451901,17.4,LONGSHOT,-19.706249999999997
951,-300.29999999999995,16.0,-316.29999999999995,0.475422,8.1,LONGSHOT,-19.768749999999997
952,-301.29999999999995,16.0,-317.29999999999995,0.320401,46.6,DEEP_LONGSHOT,-19.831249999999997
953,-302.29999999999995,16.0,-318.29999999999995,0.278224,27.0,DEEP_LONGSHOT,-19.893749999999997
954,-303.29999999999995,16.0,-319.29999999999995,0.583478,4.1,BALANCED,-19.956249999999997
955,-304.29999999999995,16.0,-320.29999999999995,0.31351,21.7,DEEP_LONGSHOT,-20.018749999999997
956,-305.29999999999995,16.0,-321.29999999999995,0.466021,7.4,BALANCED,-20.081249999999997
957,-306.29999999999995,16.0,-322.29999999999995,0.389824,13.5,LONGSHOT,-20.143749999999997
958,-307.29999999999995,16.0,-323.29999999999995,0.245228,56.8,DEEP_LONGSHOT,-20.206249999999997
959,-308.29999999999995,16.0,-324.29999999999995,0.20694,57.2,DEEP_LONGSHOT,-20.268749999999997
960,-309.29999999999995,16.0,-325.29999999999995,0.491201,6.9,BALANCED,-20.331249999999997
961,-310.29999999999995,16.0,-326.29999999999995,0.298875,22.2,DEEP_LONGSHOT,-20.393749999999997
962,-311.29999999999995,16.0,-327.29999999999995,0.5398,5.2,BALANCED,-20.456249999999997
963,-312.29999999999995,16.0,-328.29999999999995,0.181783,92.4,DEEP_LONGSHOT,-20.518749999999997
964,-313.29999999999995,16.0,-329.29999999999995,0.36948,13.8,LONGSHOT,-20.581249999999997
965,-314.29999999999995,16.0,-330.29999999999995,0.255614,46.4,DEEP_LONGSHOT,-20.643749999999997
966,-315.29999999999995,16.0,-331.29999999999995,0.343569,15.3,LONGSHOT,-20.706249999999997
967,-316.29999999999995,16.0,-332.29999999999995,0.273253,39.5,DEEP_LONGSHOT,-20.768749999999997
968,-317.29999999999995,16.0,-333.29999999999995,0.44501,13.3,LONGSHOT,-20.831249999999997
969,-318.29999999999995,16.0,-334.29999999999995,0.370094,13.2,LONGSHOT,-20.893749999999997
970,-319.29999999999995,16.0,-335.29999999999995,0.440354,9.4,LONGSHOT,-20.956249999999997
971,-309.99999999999994,16.0,-325.99999999999994,0.400548,10.3,LONGSHOT,-20.374999999999996
972,-310.99999999999994,16.0,-326.99999999999994,0.432039,9.5,LONGSHOT,-20.437499999999996
973,-311.99999999999994,16.0,-327.99999999999994,0.477092,9.5,LONGSHOT,-20.499999999999996
974,-312.99999999999994,16.0,-328.99999999999994,0.467758,9.0,LONGSHOT,-20.562499999999996
975,-313.99999999999994,16.0,-329.99999999999994,0.291489,29.5,DEEP_LONGSHOT,-20.624999999999996
976,-314.99999999999994,16.0,-330.99999999999994,0.361552,22.3,DEEP_LONGSHOT,-20.687499999999996
977,-315.99999999999994,16.0,-331.99999999999994,0.283114,33.1,DEEP_LONGSHOT,-20.749999999999996
978,-316.99999999999994,16.0,-332.99999999999994,0.334607,16.3,LONGSHOT,-20.812499999999996
979,-299.59999999999997,16.0,-315.59999999999997,0.373749,18.4,LONGSHOT,-19.724999999999998
980,-300.59999999999997,16.0,-316.59999999999997,0.462951,7.6,BALANCED,-19.787499999999998
981,-301.59999999999997,16.0,-317.59999999999997,0.310008,20.0,LONGSHOT,-19.849999999999998
982,-302.59999999999997,16.0,-318.59999999999997,0.338866,18.7,LONGSHOT,-19.912499999999998
983,-303.59999999999997,16.0,-319.59999999999997,0.530956,6.8,BALANCED,-19.974999999999998
984,-304.59999999999997,16.0,-320.59999999999997,0.244767,34.4,DEEP_LONGSHOT,-20.037499999999998
985,-305.59999999999997,16.0,-321.59999999999997,0.379301,15.7,LONGSHOT,-20.099999999999998
986,-306.59999999999997,16.0,-322.59999999999997,0.391114,11.5,LONGSHOT,-20.162499999999998
987,-307.59999999999997,16.0,-323.59999999999997,0.544363,5.1,BALANCED,-20.224999999999998
988,-308.59999999999997,16.0,-324.59999999999997,0.340553,16.3,LONGSHOT,-20.287499999999998
989,-309.59999999999997,16.0,-325.59999999999997,0.385775,11.4,LONGSHOT,-20.349999999999998
990,-310.59999999999997,16.0,-326.59999999999997,0.260887,29.5,DEEP_LONGSHOT,-20.412499999999998
991,-311.59999999999997,16.0,-327.59999999999997,0.413429,12.0,LONGSHOT,-20.474999999999998
992,-312.59999999999997,16.0,-328.59999999999997,0.510131,5.8,BALANCED,-20.537499999999998
993,-313.59999999999997,16.0,-329.59999999999997,0.307402,19.2,LONGSHOT,-20.599999999999998
994,-314.59999999999997,16.0,-330.59999999999997,0.32058,21.4,DEEP_LONGSHOT,-20.662499999999998
995,-315.59999999999997,16.0,-331.59999999999997,0.372383,14.3,LONGSHOT,-20.724999999999998
996,-316.59999999999997,16.0,-332.59999999999997,0.506811,6.0,BALANCED,-20.787499999999998
997,-317.59999999999997,16.0,-333.59999999999997,0.196281,65.4,DEEP_LONGSHOT,-20.849999999999998
998,-318.59999999999997,16.0,-334.59999999999997,0.465148,8.0,BALANCED,-20.912499999999998
999,-319.59999999999997,16.0,-335.59999999999997,0.45647,8.3,LONGSHOT,-20.974999999999998
1000,-320.59999999999997,16.0,-336.59999999999997,0.300025,26.4,DEEP_LONGSHOT,-21.037499999999998
1001,-321.59999999999997,16.0,-337.59999999999997,0.379152,11.7,LONGSHOT,-21.099999999999998
1002,-322.59999999999997,16.0,-338.59999999999997,0.463942,12.9,LONGSHOT,-21.162499999999998
1003,-323.59999999999997,16.0,-339.59999999999997,0.282102,28.5,DEEP_LONGSHOT,-21.224999999999998
1004,-324.59999999999997,16.0,-340.59999999999997,0.277401,32.4,DEEP_LONGSHOT,-21.287499999999998
1005,-325.59999999999997,16.0,-341.59999999999997,0.319863,23.1,DEEP_LONGSHOT,-21.349999999999998
1006,-326.59999999999997,16.0,-342.59999999999997,0.496505,6.6,BALANCED,-21.412499999999998
1007,-327.59999999999997,16.0,-343.59999999999997,0.466348,7.3,BALANCED,-21.474999999999998
1008,-328.59999999999997,16.0,-344.59999999999997,0.280067,33.2,DEEP_LONGSHOT,-21.537499999999998
1009,-284.2,16.0,-300.2,0.220939,45.4,DEEP_LONGSHOT,-18.7625
1010,-285.2,16.0,-301.2,0.287529,25.3,DEEP_LONGSHOT,-18.825
1011,-286.2,16.0,-302.2,0.307215,21.8,DEEP_LONGSHOT,-18.8875
1012,-287.2,16.0,-303.2,0.519755,9.2,LONGSHOT,-18.95
1013,-288.2,16.0,-304.2,0.366705,15.9,LONGSHOT,-19.0125
1014,-289.2,16.0,-305.2,0.289515,35.5,DEEP_LONGSHOT,-19.075
1015,-290.2,16.0,-306.2,0.32058,33.1,DEEP_LONGSHOT,-19.1375
1016,-291.2,16.0,-307.2,0.176596,98.0,DEEP_LONGSHOT,-19.2
1017,-292.2,16.0,-308.2,0.462289,12.9,LONGSHOT,-19.2625
1018,-293.2,16.0,-309.2,0.327496,22.9,DEEP_LONGSHOT,-19.325
1019,-294.2,16.0,-310.2,0.502418,6.5,BALANCED,-19.3875
1020,-295.2,16.0,-311.2,0.433895,12.4,LONGSHOT,-19.45
1021,-296.2,16.0,-312.2,0.309079,19.4,LONGSHOT,-19.5125
1022,-297.2,16.0,-313.2,0.45328,9.4,LONGSHOT,-19.575
1023,-298.2,16.0,-314.2,0.456016,7.6,BALANCED,-19.6375
1024,-299.2,16.0,-315.2,0.203172,59.3,DEEP_LONGSHOT,-19.7
1025,-300.2,16.0,-316.2,0.313143,20.1,DEEP_LONGSHOT,-19.7625
1026,-301.2,16.0,-317.2,0.348038,18.2,LONGSHOT,-19.825
1027,-302.2,16.0,-318.2,0.325384,17.9,LONGSHOT,-19.8875
1028,-297.8,16.0,-313.8,0.528726,5.4,BALANCED,-19.6125
1029,-298.8,16.0,-314.8,0.395657,12.2,LONGSHOT,-19.675
1030,-299.8,16.0,-315.8,0.372991,14.4,LONGSHOT,-19.7375
1031,-300.8,16.0,-316.8,0.438057,13.1,LONGSHOT,-19.8
1032,-301.8,16.0,-317.8,0.514615,6.1,BALANCED,-19.8625
1033,-302.8,16.0,-318.8,0.341226,16.0,LONGSHOT,-19.925
1034,-299.0,16.0,-315.0,0.552248,4.8,BALANCED,-19.6875
1035,-300.0,16.0,-316.0,0.291685,33.3,DEEP_LONGSHOT,-19.75
1036,-301.0,16.0,-317.0,0.279044,42.3,DEEP_LONGSHOT,-19.8125
1037,-302.0,16.0,-318.0,0.491103,6.5,BALANCED,-19.875
1038,-303.0,16.0,-319.0,0.3849,13.4,LONGSHOT,-19.9375
1039,-304.0,16.0,-320.0,0.362965,18.4,LONGSHOT,-20.0
1040,-305.0,16.0,-321.0,0.212481,65.0,DEEP_LONGSHOT,-20.0625
1041,-306.0,16.0,-322.0,0.433772,10.2,LONGSHOT,-20.125
1042,-307.0,16.0,-323.0,0.270315,38.8,DEEP_LONGSHOT,-20.1875
1043,-308.0,16.0,-324.0,0.268198,32.5,DEEP_LONGSHOT,-20.25
1044,-309.0,16.0,-325.0,0.213522,78.3,DEEP_LONGSHOT,-20.3125
1045,-310.0,16.0,-326.0,0.193462,94.1,DEEP_LONGSHOT,-20.375
1046,-311.0,16.0,-327.0,0.31643,41.6,DEEP_LONGSHOT,-20.4375
1047,-312.0,16.0,-328.0,0.245687,37.2,DEEP_LONGSHOT,-20.5
1048,-308.2,16.0,-324.2,0.581435,4.8,BALANCED,-20.2625
1049,-309.2,16.0,-325.2,0.364217,14.1,LONGSHOT,-20.325
1050,-310.2,16.0,-326.2,0.407804,12.6,LONGSHOT,-20.3875
1051,-311.2,16.0,-327.2,0.251145,32.4,DEEP_LONGSHOT,-20.45
1052,-312.2,16.0,-328.2,0.415412,10.4,LONGSHOT,-20.5125
1053,-313.2,16.0,-329.2,0.266067,40.4,DEEP_LONGSHOT,-20.575
1054,-314.2,16.0,-330.2,0.562295,5.3,BALANCED,-20.6375
1055,-310.59999999999997,16.0,-326.59999999999997,0.557013,4.6,BALANCED,-20.412499999999998
1056,-311.59999999999997,16.0,-327.59999999999997,0.528405,7.6,BALANCED,-20.474999999999998
1057,-312.59999999999997,16.0,-328.59999999999997,0.240355,50.2,DEEP_LONGSHOT,-20.537499999999998
1058,-313.59999999999997,16.0,-329.59999999999997,0.312224,19.6,LONGSHOT,-20.599999999999998
1059,-314.59999999999997,16.0,-330.59999999999997,0.510042,8.2,LONGSHOT,-20.662499999999998
1060,-315.59999999999997,16.0,-331.59999999999997,0.199063,84.7,DEEP_LONGSHOT,-20.724999999999998
1061,-316.59999999999997,16.0,-332.59999999999997,0.283518,28.1,DEEP_LONGSHOT,-20.787499999999998
1062,-317.59999999999997,16.0,-333.59999999999997,0.350657,14.7,LONGSHOT,-20.849999999999998
1063,-318.59999999999997,16.0,-334.59999999999997,0.38592,11.4,LONGSHOT,-20.912499999999998
1064,-319.59999999999997,16.0,-335.59999999999997,0.271788,27.3,DEEP_LONGSHOT,-20.974999999999998
1065,-320.59999999999997,16.0,-336.59999999999997,0.382555,20.5,DEEP_LONGSHOT,-21.037499999999998
1066,-321.59999999999997,16.0,-337.59999999999997,0.28372,29.0,DEEP_LONGSHOT,-21.099999999999998
1067,-322.59999999999997,16.0,-338.59999999999997,0.438178,9.3,LONGSHOT,-21.162499999999998
1068,-323.59999999999997,16.0,-339.59999999999997,0.267986,31.4,DEEP_LONGSHOT,-21.224999999999998
1069,-324.59999999999997,16.0,-340.59999999999997,0.258921,58.3,DEEP_LONGSHOT,-21.287499999999998
1070,-325.59999999999997,16.0,-341.59999999999997,0.58836,4.0,LOW_ODDS,-21.349999999999998
1071,-326.59999999999997,16.0,-342.59999999999997,0.28271,28.5,DEEP_LONGSHOT,-21.412499999999998
1072,-327.59999999999997,16.0,-343.59999999999997,0.450166,12.7,LONGSHOT,-21.474999999999998
1073,-328.59999999999997,16.0,-344.59999999999997,0.269893,27.9,DEEP_LONGSHOT,-21.537499999999998
1074,-329.59999999999997,16.0,-345.59999999999997,0.326618,21.5,DEEP_LONGSHOT,-21.599999999999998
1075,-330.59999999999997,16.0,-346.59999999999997,0.228878,60.2,DEEP_LONGSHOT,-21.662499999999998
1076,-331.59999999999997,16.0,-347.59999999999997,0.284325,22.7,DEEP_LONGSHOT,-21.724999999999998
1077,-332.59999999999997,16.0,-348.59999999999997,0.216105,54.4,DEEP_LONGSHOT,-21.787499999999998
1078,-333.59999999999997,16.0,-349.59999999999997,0.440716,10.2,LONGSHOT,-21.849999999999998
1079,-330.79999999999995,16.0,-346.79999999999995,0.591541,3.8,LOW_ODDS,-21.674999999999997
1080,-331.79999999999995,16.0,-347.79999999999995,0.402069,11.4,LONGSHOT,-21.737499999999997
1081,-332.79999999999995,16.0,-348.79999999999995,0.30684,29.1,DEEP_LONGSHOT,-21.799999999999997
1082,-333.79999999999995,16.0,-349.79999999999995,0.397903,14.8,LONGSHOT,-21.862499999999997
1083,-334.79999999999995,16.0,-350.79999999999995,0.281289,24.6,DEEP_LONGSHOT,-21.924999999999997
1084,-335.79999999999995,16.0,-351.79999999999995,0.494207,7.8,BALANCED,-21.987499999999997
1085,-336.79999999999995,16.0,-352.79999999999995,0.246604,60.6,DEEP_LONGSHOT,-22.049999999999997
1086,-337.79999999999995,16.0,-353.79999999999995,0.235632,104.5,DEEP_LONGSHOT,-22.112499999999997
1087,-320.29999999999995,16.0,-336.29999999999995,0.319323,18.5,LONGSHOT,-21.018749999999997
1088,-313.29999999999995,16.0,-329.29999999999995,0.485764,8.0,BALANCED,-20.581249999999997
1089,-314.29999999999995,16.0,-330.29999999999995,0.360605,13.3,LONGSHOT,-20.643749999999997
1090,-315.29999999999995,16.0,-331.29999999999995,0.423593,10.7,LONGSHOT,-20.706249999999997
1091,-316.29999999999995,16.0,-332.29999999999995,0.525651,6.5,BALANCED,-20.768749999999997
1092,-317.29999999999995,16.0,-333.29999999999995,0.395234,15.1,LONGSHOT,-20.831249999999997
1093,-318.29999999999995,16.0,-334.29999999999995,0.312408,46.9,DEEP_LONGSHOT,-20.893749999999997
1094,-319.29999999999995,16.0,-335.29999999999995,0.569014,4.4,BALANCED,-20.956249999999997
1095,-320.29999999999995,16.0,-336.29999999999995,0.308148,26.6,DEEP_LONGSHOT,-21.018749999999997
1096,-321.29999999999995,16.0,-337.29999999999995,0.405769,12.6,LONGSHOT,-21.081249999999997
1097,-322.29999999999995,16.0,-338.29999999999995,0.210385,58.7,DEEP_LONGSHOT,-21.143749999999997
1098,-323.29999999999995,16.0,-339.29999999999995,0.515482,7.2,BALANCED,-21.206249999999997
1099,-324.29999999999995,16.0,-340.29999999999995,0.398322,11.0,LONGSHOT,-21.268749999999997
1100,-325.29999999999995,16.0,-341.29999999999995,0.440956,12.0,LONGSHOT,-21.331249999999997
1101,-326.29999999999995,16.0,-342.29999999999995,0.362024,14.7,LONGSHOT,-21.393749999999997
1102,-327.29999999999995,16.0,-343.29999999999995,0.279658,32.1,DEEP_LONGSHOT,-21.456249999999997
1103,-328.29999999999995,16.0,-344.29999999999995,0.246604,34.3,DEEP_LONGSHOT,-21.518749999999997
1104,-329.29999999999995,16.0,-345.29999999999995,0.246604,39.1,DEEP_LONGSHOT,-21.581249999999997
1105,-330.29999999999995,16.0,-346.29999999999995,0.455107,12.8,LONGSHOT,-21.643749999999997
1106,-331.29999999999995,16.0,-347.29999999999995,0.367942,20.2,DEEP_LONGSHOT,-21.706249999999997
1107,-332.29999999999995,16.0,-348.29999999999995,0.31788,27.0,DEEP_LONGSHOT,-21.768749999999997
1108,-333.29999999999995,16.0,-349.29999999999995,0.501677,6.4,BALANCED,-21.831249999999997
1109,-334.29999999999995,16.0,-350.29999999999995,0.458836,11.2,LONGSHOT,-21.893749999999997
1110,-335.29999999999995,16.0,-351.29999999999995,0.411166,12.3,LONGSHOT,-21.956249999999997
1111,-332.19999999999993,16.0,-348.19999999999993,0.577462,4.1,BALANCED,-21.762499999999996
1112,-333.19999999999993,16.0,-349.19999999999993,0.386357,11.5,LONGSHOT,-21.824999999999996
1113,-334.19999999999993,16.0,-350.19999999999993,0.46262,14.1,LONGSHOT,-21.887499999999996
1114,-335.19999999999993,16.0,-351.19999999999993,0.336829,41.1,DEEP_LONGSHOT,-21.949999999999996
1115,-336.19999999999993,16.0,-352.19999999999993,0.276989,26.8,DEEP_LONGSHOT,-22.012499999999996
1116,-337.19999999999993,16.0,-353.19999999999993,0.213781,49.6,DEEP_LONGSHOT,-22.074999999999996
1117,-338.19999999999993,16.0,-354.19999999999993,0.316248,21.0,DEEP_LONGSHOT,-22.137499999999996
1118,-339.19999999999993,16.0,-355.19999999999993,0.26947,37.8,DEEP_LONGSHOT,-22.199999999999996
1119,-340.19999999999993,16.0,-356.19999999999993,0.480805,7.1,BALANCED,-22.262499999999996
1120,-341.19999999999993,16.0,-357.19999999999993,0.40124,13.3,LONGSHOT,-22.324999999999996
1121,-342.19999999999993,16.0,-358.19999999999993,0.575545,4.9,BALANCED,-22.387499999999996
1122,-343.19999999999993,16.0,-359.19999999999993,0.278429,37.0,DEEP_LONGSHOT,-22.449999999999996
1123,-344.19999999999993,16.0,-360.19999999999993,0.235394,38.9,DEEP_LONGSHOT,-22.512499999999996
1124,-345.19999999999993,16.0,-361.19999999999993,0.360605,29.2,DEEP_LONGSHOT,-22.574999999999996
1125,-346.19999999999993,16.0,-362.19999999999993,0.310008,33.0,DEEP_LONGSHOT,-22.637499999999996
1126,-347.19999999999993,16.0,-363.19999999999993,0.232518,66.4,DEEP_LONGSHOT,-22.699999999999996
1127,-348.19999999999993,16.0,-364.19999999999993,0.353093,32.0,DEEP_LONGSHOT,-22.762499999999996
1128,-349.19999999999993,16.0,-365.19999999999993,0.171251,115.1,DEEP_LONGSHOT,-22.824999999999996
1129,-350.19999999999993,16.0,-366.19999999999993,0.325561,23.5,DEEP_LONGSHOT,-22.887499999999996
1130,-351.19999999999993,16.0,-367.19999999999993,0.288524,26.1,DEEP_LONGSHOT,-22.949999999999996
1131,-345.79999999999995,16.0,-361.79999999999995,0.503157,6.4,BALANCED,-22.612499999999997
1132,-346.79999999999995,16.0,-362.79999999999995,0.334264,18.7,LONGSHOT,-22.674999999999997
1133,-347.79999999999995,16.0,-363.79999999999995,0.246375,51.2,DEEP_LONGSHOT,-22.737499999999997
1134,-348.79999999999995,16.0,-364.79999999999995,0.200166,73.1,DEEP_LONGSHOT,-22.799999999999997
1135,-349.79999999999995,16.0,-365.79999999999995,0.377212,19.0,LONGSHOT,-22.862499999999997
1136,-350.79999999999995,16.0,-366.79999999999995,0.576864,4.1,BALANCED,-22.924999999999997
1137,-351.79999999999995,16.0,-367.79999999999995,0.451208,9.2,LONGSHOT,-22.987499999999997
1138,-352.79999999999995,16.0,-368.79999999999995,0.412233,22.3,DEEP_LONGSHOT,-23.049999999999997
1139,-353.79999999999995,16.0,-369.79999999999995,0.349514,14.2,LONGSHOT,-23.112499999999997
1140,-354.79999999999995,16.0,-370.79999999999995,0.376012,14.4,LONGSHOT,-23.174999999999997
1141,-355.79999999999995,16.0,-371.79999999999995,0.3849,17.0,LONGSHOT,-23.237499999999997
1142,-356.79999999999995,16.0,-372.79999999999995,0.309079,30.8,DEEP_LONGSHOT,-23.299999999999997
1143,-357.79999999999995,16.0,-373.79999999999995,0.339542,17.7,LONGSHOT,-23.362499999999997
1144,-313.9,16.0,-329.9,0.219676,44.9,DEEP_LONGSHOT,-20.61875
1145,-314.9,16.0,-330.9,0.243381,43.4,DEEP_LONGSHOT,-20.68125
1146,-315.9,16.0,-331.9,0.296948,26.5,DEEP_LONGSHOT,-20.74375
1147,-316.9,16.0,-332.9,0.522104,7.5,BALANCED,-20.80625
1148,-317.9,16.0,-333.9,0.370094,18.5,LONGSHOT,-20.86875
1149,-318.9,16.0,-334.9,0.361079,14.7,LONGSHOT,-20.93125
1150,-319.9,16.0,-335.9,0.532452,5.2,BALANCED,-20.99375
1151,-320.9,16.0,-336.9,0.250694,33.4,DEEP_LONGSHOT,-21.05625
1152,-321.9,16.0,-337.9,0.322368,25.8,DEEP_LONGSHOT,-21.11875
1153,-322.9,16.0,-338.9,0.284526,22.8,DEEP_LONGSHOT,-21.18125
1154,-312.29999999999995,16.0,-328.29999999999995,0.40848,11.6,LONGSHOT,-20.518749999999997
1155,-313.29999999999995,16.0,-329.29999999999995,0.201264,111.6,DEEP_LONGSHOT,-20.581249999999997
1156,-309.69999999999993,16.0,-325.69999999999993,0.578754,4.6,BALANCED,-20.356249999999996
1157,-310.69999999999993,16.0,-326.69999999999993,0.535479,7.2,BALANCED,-20.418749999999996
1158,-311.69999999999993,16.0,-327.69999999999993,0.450166,7.9,BALANCED,-20.481249999999996
1159,-312.69999999999993,16.0,-328.69999999999993,0.377362,17.3,LONGSHOT,-20.543749999999996
1160,-313.69999999999993,16.0,-329.69999999999993,0.505449,10.0,LONGSHOT,-20.606249999999996
1161,-314.69999999999993,16.0,-330.69999999999993,0.380488,11.5,LONGSHOT,-20.668749999999996
1162,-315.69999999999993,16.0,-331.69999999999993,0.270736,31.8,DEEP_LONGSHOT,-20.731249999999996
1163,-316.69999999999993,16.0,-332.69999999999993,0.414224,14.9,LONGSHOT,-20.793749999999996
1164,-317.69999999999993,16.0,-333.69999999999993,0.292471,23.2,DEEP_LONGSHOT,-20.856249999999996
1165,-318.69999999999993,16.0,-334.69999999999993,0.389393,15.3,LONGSHOT,-20.918749999999996
1166,-312.19999999999993,16.0,-328.19999999999993,0.527196,7.5,BALANCED,-20.512499999999996
1167,-307.79999999999995,16.0,-323.79999999999995,0.528325,5.4,BALANCED,-20.237499999999997
1168,-308.79999999999995,16.0,-324.79999999999995,0.356152,15.8,LONGSHOT,-20.299999999999997
1169,-309.79999999999995,16.0,-325.79999999999995,0.182084,102.1,DEEP_LONGSHOT,-20.362499999999997
1170,-310.79999999999995,16.0,-326.79999999999995,0.241989,37.5,DEEP_LONGSHOT,-20.424999999999997
1171,-311.79999999999995,16.0,-327.79999999999995,0.370094,13.6,LONGSHOT,-20.487499999999997
1172,-312.79999999999995,16.0,-328.79999999999995,0.415412,10.0,LONGSHOT,-20.549999999999997
1173,-313.79999999999995,16.0,-329.79999999999995,0.337509,22.1,DEEP_LONGSHOT,-20.612499999999997
1174,-314.79999999999995,16.0,-330.79999999999995,0.438542,10.3,LONGSHOT,-20.674999999999997
1175,-315.79999999999995,16.0,-331.79999999999995,0.481724,10.2,LONGSHOT,-20.737499999999997
1176,-316.79999999999995,16.0,-332.79999999999995,0.23131,44.3,DEEP_LONGSHOT,-20.799999999999997
1177,-317.79999999999995,16.0,-333.79999999999995,0.348531,30.4,DEEP_LONGSHOT,-20.862499999999997
1178,-318.79999999999995,16.0,-334.79999999999995,0.58159,4.5,BALANCED,-20.924999999999997
1179,-319.79999999999995,16.0,-335.79999999999995,0.317518,25.4,DEEP_LONGSHOT,-20.987499999999997
1180,-320.79999999999995,16.0,-336.79999999999995,0.198786,63.3,DEEP_LONGSHOT,-21.049999999999997
1181,-321.79999999999995,16.0,-337.79999999999995,0.463502,9.0,LONGSHOT,-21.112499999999997
1182,-322.79999999999995,16.0,-338.79999999999995,0.555489,4.8,BALANCED,-21.174999999999997
1183,-323.79999999999995,16.0,-339.79999999999995,0.258921,39.0,DEEP_LONGSHOT,-21.237499999999997
1184,-324.79999999999995,16.0,-340.79999999999995,0.425252,10.7,LONGSHOT,-21.299999999999997
1185,-325.79999999999995,16.0,-341.79999999999995,0.510664,6.8,BALANCED,-21.362499999999997
1186,-326.79999999999995,16.0,-342.79999999999995,0.519078,5.6,BALANCED,-21.424999999999997
1187,-327.79999999999995,16.0,-343.79999999999995,0.276782,24.8,DEEP_LONGSHOT,-21.487499999999997
1188,-328.79999999999995,16.0,-344.79999999999995,0.290504,36.8,DEEP_LONGSHOT,-21.549999999999997
1189,-329.79999999999995,16.0,-345.79999999999995,0.240823,50.9,DEEP_LONGSHOT,-21.612499999999997
1190,-330.79999999999995,16.0,-346.79999999999995,0.468837,7.1,BALANCED,-21.674999999999997
1191,-331.79999999999995,16.0,-347.79999999999995,0.179969,108.2,DEEP_LONGSHOT,-21.737499999999997
1192,-332.79999999999995,16.0,-348.79999999999995,0.52252,6.9,BALANCED,-21.799999999999997
1193,-333.79999999999995,16.0,-349.79999999999995,0.184175,88.7,DEEP_LONGSHOT,-21.862499999999997
