total_bets,total_profit,roi,exposure_adjusted_roi,max_drawdown,drawdown_p95,drawdown_p99,volatility,downside_volatility,sharpe_like,max_lose_streak,win_rate,stake_ratio_mean
1862,-509.8,-0.273792,-0.273792,-526.0,-493.99,-514.573,3.60358,0.0,-0.075978,62,0.067132,0.0
