finishing_position,frame_number,horse_number,horse_name,weight_carried,jockey,race_time,margin_raw,odds,favorite_rank,trainer,horse_id,race_id,race_title,scraped_at,sex,age,horse_weight,horse_weight_diff,target_win,target_place,avg_finish_last5,avg_speed_index_last5,recent_form_score,rest_days,last_finish,speed_index,stamina_index,acceleration_index,consistency_index,closing_speed
1.0,3,3,ソウキュウ,55,丸山元気,1:55.2,,13.8,6,[東] 高木登,2021106800,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,476,0,1,1,9.6,-8.0,0.09433962264150944,0,9,-8.0,-8.0,-8.0,0.09433962264150944,-8.0
2.0,8,13,カンバーランド,55,斎藤新,1:55.4,1.1/2,2.9,1,[西] 高橋義忠,2021105709,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,538,6,0,1,9.8,-8.0,0.09259259259259259,0,14,-8.0,-8.0,-8.0,0.09259259259259259,-8.0
3.0,6,9,ライトピラー,55,大野拓弥,1:55.4,アタマ,5.7,4,[東] 村田一誠,2021101204,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,484,-12,0,1,1.0,0.0,0.5,0,1,0.0,0.0,0.0,0.5,0.0
4.0,5,8,イッツナッシング,55,丹内祐次,1:55.9,3,4.0,2,[東] 水野貴広,2021103040,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,428,-2,0,0,4.2,-5.0,0.1923076923076923,0,5,-5.0,-5.0,-5.0,0.1923076923076923,-5.0
5.0,8,14,ファイアンス,54,佐々木大,1:56.3,2,4.4,3,[東] 武市康男,2021106454,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,458,4,0,0,7.6,-16.0,0.11627906976744186,0,8,-16.0,-16.0,-16.0,0.11627906976744186,-16.0
6.0,2,2,ハヤブサキンチャン,51,小林美駒,1:56.8,3,13.6,5,[東] 稲垣幸雄,2021106579,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,466,2,0,0,4.6,-21.0,0.17857142857142858,0,5,-21.0,-21.0,-21.0,0.17857142857142858,-21.0
7.0,3,4,タガノラデツキー,55,城戸義政,1:57.0,1.1/2,237.5,11,[西] 高橋一哉,2021106556,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,476,0,0,0,9.666666666666666,-9.0,0.09375,0,10,-9.0,-9.0,-9.0,0.09375,-9.0
8.0,7,11,フェリマール,55,小崎綾也,1:57.2,1.1/4,394.2,14,[西] 中尾秀正,2021104171,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,458,12,0,0,7.0,-2.0,0.125,0,11,-2.0,-2.0,-2.0,0.125,-2.0
9.0,4,6,スターティアラ,55,亀田温心,1:57.4,1.1/4,370.3,13,[西] 高柳大輔,2021106676,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,456,1,0,0,5.0,-3.0,0.16666666666666666,0,6,-3.0,-3.0,-3.0,0.16666666666666666,-3.0
10.0,5,7,サイキョウサイコウ,52,石田拓郎,1:58.0,3.1/2,258.7,12,[東] 萱野浩二,2021100881,202404010401,3歳未勝利｜2024年5月5日 | 競馬データベース - netkeiba,2026-05-16T16:39:59.174946,牝,3,406,-2,0,0,6.8,0.0,0.12820512820512822,0,7,0.0,0.0,0.0,0.12820512820512822,0.0
