race_id,race_title,horse_name,odds,pred_prob,expected_value,actual_pos,hit,pnl
202405030101,障害3歳以上未勝利｜2024年6月1日 | 競馬データベース - netkeiba,コルドゥーン,121.9,0.0109,1.329,7,False,-1.0
