race_id,race_title,horse_name,odds,pred_prob,expected_value,actual_pos,hit,pnl
202401010111,TVh賞｜2024年7月20日 | 競馬データベース - netkeiba,エイシンフェンサー,4.5,0.2979,1.341,1,True,3.5
202401010402,3歳未勝利｜2024年7月28日 | 競馬データベース - netkeiba,テイエムタリスマ,4.0,0.3291,1.316,1,True,3.0
202401010407,3歳以上1勝クラス｜2024年7月28日 | 競馬データベース - netkeiba,エリカエスティーム,4.8,0.2785,1.337,9,False,-1.0
202401010511,札幌日経オープン｜2024年8月3日 | 競馬データベース - netkeiba,ディナースタ,3.9,0.3399,1.326,10,False,-1.0
202401010609,HTB賞｜2024年8月4日 | 競馬データベース - netkeiba,エリダヌス,4.6,0.308,1.417,1,True,3.6
202401010610,札幌スポニチ賞｜2024年8月4日 | 競馬データベース - netkeiba,ゴルトリッチ,4.7,0.3188,1.498,9,False,-1.0
202401020709,インディアトロフィー｜2024年8月31日 | 競馬データベース - netkeiba,ダノンスウィッチ,4.6,0.3,1.38,11,False,-1.0
202402010304,3歳未勝利｜2024年6月15日 | 競馬データベース - netkeiba,ブラックバラード,4.7,0.2846,1.338,7,False,-1.0
202402010610,HTB杯｜2024年6月23日 | 競馬データベース - netkeiba,クファシル,4.7,0.3208,1.508,2,False,-1.0
202402010911,マリーンステークス｜2024年7月6日 | 競馬データベース - netkeiba,サンテックス,4.2,0.3158,1.326,2,False,-1.0
202402011112,3歳以上1勝クラス｜2024年7月13日 | 競馬データベース - netkeiba,ビッグパレード,4.4,0.332,1.461,5,False,-1.0
202402011211,函館記念｜2024年7月14日 | 競馬データベース - netkeiba,サヴォーナ,4.5,0.3228,1.453,4,False,-1.0
202403010504,障害4歳以上未勝利｜2024年4月20日 | 競馬データベース - netkeiba,サンマルグレイト,4.6,0.2954,1.359,7,False,-1.0
202403010602,3歳未勝利｜2024年4月21日 | 競馬データベース - netkeiba,メイショウミリオレ,4.7,0.2818,1.324,1,True,3.7
202403020401,障害3歳以上未勝利｜2024年7月7日 | 競馬データベース - netkeiba,モーソンピーク,4.9,0.3073,1.506,4,False,-1.0
202403030104,3歳以上1勝クラス｜2024年11月2日 | 競馬データベース - netkeiba,フォルクスリート,4.8,0.3075,1.476,1,True,3.8
202403030110,三陸特別｜2024年11月2日 | 競馬データベース - netkeiba,ヤマニンステラータ,4.7,0.2847,1.338,10,False,-1.0
202403030209,土湯温泉特別｜2024年11月3日 | 競馬データベース - netkeiba,エルフストラック,4.8,0.2798,1.343,3,False,-1.0
202403030501,3歳以上1勝クラス｜2024年11月16日 | 競馬データベース - netkeiba,クインズポラリス,4.4,0.2988,1.315,7,False,-1.0
202403030605,2歳新馬｜2024年11月17日 | 競馬データベース - netkeiba,ウインファヴォリ,4.1,0.3221,1.321,1,True,3.1
202404010210,邁進特別｜2024年4月28日 | 競馬データベース - netkeiba,レッドヒルシューズ,4.8,0.278,1.334,5,False,-1.0
202404010301,障害4歳以上オープン｜2024年5月4日 | 競馬データベース - netkeiba,メモリーズオブユー,5.0,0.3227,1.614,5,False,-1.0
202404010304,障害4歳以上未勝利｜2024年5月4日 | 競馬データベース - netkeiba,オステリア,4.7,0.3026,1.422,3,False,-1.0
