race_id,horse_name,snapshot_label,odds,favorite_rank,available_at,bet_time,race_start_at,captured_at,plain_odds_role,plain_odds_ambiguous,available_at_ts,bet_time_ts,race_start_ts,available_at_bet_time,final_market_odds,post_market_info,closing_odds_contamination
202403020709,オセアエクスプレス,ambiguous,19.3,,,,,,,True,,,,False,False,True,False
202403020710,モンタナアゲート,ambiguous,22.0,,,,,,,True,,,,False,False,True,False
202403020711,ダテボレアス,ambiguous,13.8,,,,,,,True,,,,False,False,True,False
202403020712,サンダーアラート,ambiguous,12.8,,,,,,,True,,,,False,False,True,False
202403020801,クラウンセト,ambiguous,45.1,,,,,,,True,,,,False,False,True,False
202403020803,カガバベル,ambiguous,22.0,,,,,,,True,,,,False,False,True,False
202403020804,プレイフルネス,ambiguous,25.5,,,,,,,True,,,,False,False,True,False
202403020805,ショウナンラリー,ambiguous,16.7,,,,,,,True,,,,False,False,True,False
202403020806,ナムラルナ,ambiguous,15.4,,,,,,,True,,,,False,False,True,False
202403020810,ミユキアイラブユー,ambiguous,8.1,,,,,,,True,,,,False,False,True,False
202403020812,オリエンタルナイト,ambiguous,5.4,,,,,,,True,,,,False,False,True,False
202403030104,フォルクスリート,ambiguous,4.8,,,,,,,True,,,,False,False,True,False
202403030106,テトラード,ambiguous,32.3,,,,,,,True,,,,False,False,True,False
202403030109,マイネルモメンタム,ambiguous,8.5,,,,,,,True,,,,False,False,True,False
202403030110,ヤマニンステラータ,ambiguous,4.7,,,,,,,True,,,,False,False,True,False
202403030204,ゴールデンルーキー,ambiguous,73.9,,,,,,,True,,,,False,False,True,False
202403030205,ヤマタケアオイバラ,ambiguous,14.9,,,,,,,True,,,,False,False,True,False
202403030209,エルフストラック,ambiguous,4.8,,,,,,,True,,,,False,False,True,False
202403030211,ウインモナーク,ambiguous,7.4,,,,,,,True,,,,False,False,True,False
202403030212,スナイチゴールド,ambiguous,16.5,,,,,,,True,,,,False,False,True,False
202403030301,ライヴドライバー,ambiguous,6.7,,,,,,,True,,,,False,False,True,False
202403030302,フェイトライン,ambiguous,15.5,,,,,,,True,,,,False,False,True,False
202403030306,アエリーゾ,ambiguous,5.4,,,,,,,True,,,,False,False,True,False
202403030310,ヒラボクミニー,ambiguous,6.2,,,,,,,True,,,,False,False,True,False
202403030312,レオテミス,ambiguous,5.1,,,,,,,True,,,,False,False,True,False
202403030402,リアライズハロック,ambiguous,27.3,,,,,,,True,,,,False,False,True,False
202403030403,マシュー,ambiguous,45.8,,,,,,,True,,,,False,False,True,False
202403030404,ヘイセイメジャー,ambiguous,9.5,,,,,,,True,,,,False,False,True,False
202403030405,シュハリ,ambiguous,26.6,,,,,,,True,,,,False,False,True,False
202403030410,コスモオピニオン,ambiguous,5.4,,,,,,,True,,,,False,False,True,False
202403030412,イミュータブル,ambiguous,7.5,,,,,,,True,,,,False,False,True,False
202403030501,クインズポラリス,ambiguous,4.4,,,,,,,True,,,,False,False,True,False
202403030505,タイセイスラッガー,ambiguous,5.9,,,,,,,True,,,,False,False,True,False
202403030506,ノーブルアクト,ambiguous,6.0,,,,,,,True,,,,False,False,True,False
202403030510,リーゼントミニー,ambiguous,13.2,,,,,,,True,,,,False,False,True,False
202403030511,スリーアイランド,ambiguous,7.1,,,,,,,True,,,,False,False,True,False
202403030601,レーヴレジェンド,ambiguous,13.5,,,,,,,True,,,,False,False,True,False
202403030604,カースソーサラー,ambiguous,9.5,,,,,,,True,,,,False,False,True,False
202403030605,ウインファヴォリ,ambiguous,4.1,,,,,,,True,,,,False,False,True,False
202403030612,マサノカナリア,ambiguous,6.6,,,,,,,True,,,,False,False,True,False
202404010101,シゲルタヌキ,ambiguous,5.2,,,,,,,True,,,,False,False,True,False
